numero_compte,code_client,type_compte,produit_bancaire,statut_compte,date_ouverture,devise,solde_initial
237-01-221795769,CUST-0000365,Épargne,Épargne jeune,Actif,2019-12-18,XAF,3879611
237-01-355546992,CUST-0000394,Épargne,Épargne projet,Actif,2020-01-20,FCFA,2752810
237-01-372793684,CUST-0002873,Épargne,Épargne jeune,Actif,2022-03-15,XAF,4394290
237-01-785539245,CUST-0001074,Commerçant,Compte commerçant,Actif,2017-07-30,XAF,4841745
237-01-413380225,CUST-0000745,Commerçant,Compte commerçant,Actif,2025-12-01,XAF,4064813
237-01-928634367,CUST-0000466,Épargne,Épargne classique,Actif,2026-01-08,XAF,2704008
237-01-230469960,CUST-0003049,Courant,Compte salaire,Actif,2024/05/02,XAF,320617
237-01-292566078,CUST-0003639,Commerçant,Compte commerçant,Actif,13/01/2025,XAF,1099883
237-01-331076547,CUST-0001239,Courant,Compte courant,Actif,2021-04-03,XAF,4418211
237-01-742512632,CUST-0003260,Commerçant,Compte commerçant,Actif,2026-05-01,FCFA,2048122
237-01-380493894,CUST-0005246,Professionnel,Crédit scolaire,Actif,2022/03/09,FCFA,4369325
237-01-792816821,CUST-0006182,Professionnel,Crédit scolaire,Actif,2022-06-06,FCFA,1541142
237-01-175675731,CUST-0001689,Épargne,Épargne jeune,Actif,2024-02-29,FCFA,1103762
237-01-669107698,CUST-0000638,Épargne,Épargne projet,Actif,2023-07-16,FCFA,2173091
237-01-753483587,CUST-0001798,Courant,Compte salaire,Actif,13/06/2026,FCFA,2184176
237-01-862376444,CUST-0000431,Association,Compte association,Actif,2019-09-16,XAF,599807
237-01-601099277,CUST-0005800,Courant,Compte salaire,Actif,2018-02-09,XAF,2064753
237-01-776591323,CUST-0002505,Tontine,Compte tontine,Actif,2023-12-29,XAF,2842619
237-01-767668048,CUST-0004607,Tontine,Compte tontine,Actif,2023-07-15,XAF,4602041
237-01-676495292,CUST-0000250,Professionnel,Compte professionnel,Actif,2020-07-11,FCFA,4138508
237-01-475053965,CUST-0001179,Professionnel,Compte professionnel,Actif,2022-09-04,FCFA,4385940
237-01-576694075,CUST-0001975,Épargne,Épargne jeune,Actif,01/10/2022,FCFA,1212450
237-01-168189377,CUST-0004766,Professionnel,Crédit commercial,Actif,2021-01-30,FCFA,2851134
237-01-257551709,CUST-0004388,Courant,Compte salaire,Actif,2020-01-29,FCFA,292417
237-01-176311528,CUST-0006047,Commerçant,Compte commerçant,Actif,2024-05-23,FCFA,4452093
237-01-774569924,CUST-0000580,Courant,Compte salaire,Actif,2020-08-24,XAF,957145
237-01-879414452,CUST-0001048,Professionnel,Compte professionnel,Actif,2017-02-23,FCFA,2463627
237-01-434532536,CUST-0000160,Épargne,Épargne classique,Actif,2023-11-06,FCFA,4799013
237-01-233608558,CUST-0001519,Professionnel,Crédit scolaire,Actif,2024-06-16,FCFA,2784241
237-01-499771962,CUST-0001131,Courant,Compte courant,Actif,2020-08-24,FCFA,1349957
237-01-654935966,CUST-0000187,Tontine,Compte tontine,Actif,2021/06/14,XAF,2450413
237-01-271149431,CUST-0005125,Épargne,Épargne jeune,Actif,2024-02-13,XAF,123063
237-01-896419577,CUST-0004750,Épargne,Épargne projet,Actif,2019-08-08,XAF,4299129
237-01-979408445,CUST-0002210,Courant,Compte salaire,Actif,2017-08-29,XAF,3881848
237-01-818107951,CUST-0005343,Épargne,Épargne classique,Actif,2018-06-23,XAF,1767839
237-01-657846838,CUST-0003303,Épargne,Épargne classique,Actif,2019-01-09,FCFA,3035011
237-01-211973074,CUST-0005798,Association,Compte association,Actif,2025-02-10,FCFA,160146
237-01-677364105,CUST-0001719,Épargne,Épargne jeune,Actif,2020-03-02,FCFA,4087350
237-01-982191540,CUST-0001330,Tontine,Compte tontine,Actif,2024-04-06,XAF,797855
237-01-115208149,CUST-0000826,Professionnel,Crédit scolaire,Actif,2025-06-05,FCFA,2946540
237-01-242972487,CUST-0002346,Association,Compte association,Actif,2017-02-27,XAF,867485
237-01-673488454,CUST-0002839,Épargne,Épargne classique,Actif,2018-09-20,FCFA,2667383
237-01-706860079,CUST-0003709,Professionnel,Crédit scolaire,Actif,2020-05-22,XAF,1016786
237-01-104825825,CUST-0002274,Tontine,Compte tontine,Actif,2026-04-10,XAF,3314916
237-01-752667254,CUST-0001421,Épargne,Épargne classique,Actif,2017-11-30,FCFA,1994921
237-01-791785854,CUST-0003257,Épargne,Épargne projet,Actif,2025-10-24,XAF,2980889
237-01-382297707,CUST-0002219,Professionnel,Crédit scolaire,Actif,2022-10-20,FCFA,4342475
237-01-598586027,CUST-0002728,Courant,Compte courant,Actif,2019-07-15,XAF,3685036
237-01-109993023,CUST-0005016,Association,Compte association,Actif,2020-05-27,FCFA,2490952
237-01-651230342,CUST-0002088,Courant,Compte courant,Actif,2020-07-28,XAF,3711656
237-01-287943191,CUST-0005150,Professionnel,Compte professionnel,Actif,2026-05-17,XAF,3424167
237-01-790353467,CUST-0005958,Courant,Compte courant,Actif,2018-06-03,FCFA,3996257
237-01-304592197,CUST-0003906,Professionnel,Crédit commercial,Actif,2021-02-24,FCFA,2544251
237-01-883816568,CUST-0002960,Épargne,Épargne classique,Actif,11/06/2022,XAF,3459010
237-01-987259938,CUST-0003865,Professionnel,Crédit commercial,Actif,2026-01-11,XAF,4291060
237-01-501337442,CUST-0001188,Tontine,Compte tontine,Actif,2017-10-12,FCFA,4254314
237-01-885935863,CUST-0005976,Tontine,Compte tontine,Actif,2023/05/10,XAF,1900358
237-01-929103859,CUST-0003144,Association,Compte association,Actif,2024-10-13,XAF,4853177
237-01-618526529,CUST-0002841,Professionnel,Compte professionnel,Actif,14/11/2023,XAF,3345781
237-01-958694506,CUST-0004917,Professionnel,Compte professionnel,Actif,17/12/2020,XAF,419839
237-01-571415574,CUST-0003216,Épargne,Épargne projet,Clôturé,2025-07-22,FCFA,1798038
237-01-639417028,CUST-0002657,Épargne,Épargne projet,Actif,2024-05-28,FCFA,2635649
237-01-978840214,CUST-0004788,Épargne,Épargne jeune,Actif,2017-01-21,XAF,2858714
237-01-146253070,CUST-0003582,Courant,Compte salaire,Actif,2025-12-16,XAF,291384
237-01-184542529,CUST-0002610,Épargne,Épargne projet,Actif,09/03/2026,XAF,4464289
237-01-570224440,CUST-0005047,Courant,Compte salaire,Actif,2019-04-20,FCFA,3847208
237-01-174569573,CUST-0002136,Professionnel,Compte professionnel,Actif,2022-08-08,FCFA,630032
237-01-271152107,CUST-0002694,Association,Compte association,Actif,2018/11/27,FCFA,3841528
237-01-887565396,CUST-0004667,Tontine,Compte tontine,Actif,2017-09-28,XAF,2619286
237-01-307900008,CUST-0003404,Professionnel,Crédit commercial,Actif,2021-12-28,FCFA,4250735
237-01-345802686,CUST-0001280,Épargne,Épargne jeune,Actif,2022-02-19,XAF,4211696
237-01-912493397,CUST-0000905,Épargne,Épargne jeune,Actif,2022-02-25,XAF,1582856
237-01-380639281,CUST-0004816,Épargne,Épargne classique,Actif,19/03/2018,FCFA,306128
237-01-898156832,CUST-0004025,Épargne,Épargne classique,Actif,2022-04-02,XAF,2122550
237-01-249733919,CUST-0000726,Courant,Compte courant,Actif,2018-06-15,FCFA,3249527
237-01-372206727,CUST-0006013,Courant,Compte salaire,Actif,2017-03-23,XAF,2322038
237-01-166870748,CUST-0004616,Épargne,Épargne classique,Actif,2018-08-15,FCFA,2878440
237-01-122614957,CUST-0001969,Professionnel,Crédit scolaire,Actif,2025-05-08,FCFA,1731908
237-01-358040586,CUST-0001750,Association,Compte association,Bloqué,21/01/2017,FCFA,990167
237-01-255152129,CUST-0004212,Commerçant,Compte commerçant,Actif,2025-09-15,XAF,2271271
237-01-528048223,CUST-0003834,Association,Compte association,Actif,2021-08-15,FCFA,4688667
237-01-327544512,CUST-0002883,Courant,Compte salaire,Actif,2022-05-07,FCFA,370534
237-01-358282697,CUST-0001992,Courant,Compte salaire,Actif,2024-09-03,FCFA,2793942
237-01-445392018,CUST-0002242,Professionnel,Crédit commercial,Actif,2019-02-15,FCFA,641592
237-01-224690279,CUST-0004075,Commerçant,Compte commerçant,Actif,2022-02-05,XAF,1770610
237-01-210844281,CUST-0002046,Épargne,Épargne projet,Actif,2021/04/09,XAF,1955257
237-01-474147412,CUST-0005075,Association,Compte association,Actif,2021-06-26,XAF,219166
237-01-671492469,CUST-0000625,Association,Compte association,Actif,2022-06-29,FCFA,4286819
237-01-607127091,CUST-0005946,Professionnel,Compte professionnel,Actif,2019-01-19,XAF,3972366
237-01-511998611,CUST-0004458,Professionnel,Crédit commercial,Actif,2024-05-21,XAF,3702123
237-01-859512522,CUST-0006100,Commerçant,Compte commerçant,Actif,2018-07-05,XAF,423487
237-01-848600178,CUST-0004740,Association,Compte association,Actif,2022-06-26,FCFA,2629499
237-01-824461249,CUST-0002982,Épargne,Épargne classique,Actif,2023-12-30,XAF,1898521
237-01-498682039,CUST-0002585,Courant,Compte courant,Actif,2024-03-14,XAF,2848344
237-01-554447298,CUST-0004407,Tontine,Compte tontine,Actif,2024-09-14,XAF,578027
237-01-231268478,CUST-0005511,Épargne,Épargne classique,Actif,2019-12-03,XAF,853436
237-01-666265559,CUST-0000058,Professionnel,Crédit commercial,Actif,10/08/2022,FCFA,1679841
237-01-769328231,CUST-0002884,Professionnel,Crédit commercial,Actif,2019/04/06,XAF,4873731
237-01-433026565,CUST-0001292,Courant,Compte salaire,Actif,2021-12-01,XAF,3189835
237-01-456166178,CUST-0005733,Courant,Compte courant,Actif,2023-08-27,FCFA,1782440
237-01-588898434,CUST-0000193,Épargne,Épargne jeune,Bloqué,2020-12-13,FCFA,374734
237-01-701130321,CUST-0002585,Courant,Compte courant,Actif,30/03/2024,FCFA,679444
237-01-833033924,CUST-0005977,Professionnel,Crédit commercial,Actif,2022-07-15,XAF,1049566
237-01-420051994,CUST-0005426,Commerçant,Compte commerçant,Actif,2024/07/25,FCFA,2600857
237-01-173090225,CUST-0003413,Courant,Compte salaire,Actif,2021-06-06,FCFA,4294243
237-01-576388962,CUST-0001297,Épargne,Épargne classique,Clôturé,2025-09-28,XAF,1648277
237-01-787009018,CUST-0001055,Courant,Compte courant,Actif,2023-10-18,XAF,1758419
237-01-829889519,CUST-0003406,Épargne,Épargne projet,Actif,2024-06-20,FCFA,1698943
237-01-799018925,CUST-0005417,Épargne,Épargne jeune,Clôturé,02/03/2024,XAF,4883395
237-01-673636993,CUST-0002507,Épargne,Épargne jeune,Actif,2022/08/14,FCFA,4560161
237-01-994780960,CUST-0005867,Épargne,Épargne classique,Actif,2025-09-03,FCFA,848191
237-01-390962026,CUST-0005440,Tontine,Compte tontine,Bloqué,2023-04-07,XAF,3211097
237-01-545747310,CUST-0001720,Épargne,Épargne classique,Actif,2025-05-10,FCFA,2919484
237-01-117424770,CUST-0002803,Professionnel,Crédit scolaire,Actif,2017-10-10,FCFA,4964541
237-01-722459552,CUST-0004064,Épargne,Épargne jeune,Actif,2025-03-28,XAF,3330602
237-01-673328622,CUST-0003339,Épargne,Épargne jeune,Actif,24/09/2019,FCFA,1509252
237-01-959930754,CUST-0004328,Association,Compte association,Actif,2018-07-09,XAF,1018890
237-01-594713490,CUST-0000864,Professionnel,Crédit commercial,Actif,2026-01-19,FCFA,4447582
237-01-468558501,CUST-0002607,Association,Compte association,Actif,2023-08-19,XAF,3719180
237-01-257773991,CUST-0004761,Courant,Compte salaire,Actif,2025-08-18,FCFA,3758669
237-01-780954711,CUST-0005425,Épargne,Épargne jeune,Actif,2018/10/07,XAF,3890413
237-01-452808874,CUST-0004134,Épargne,Épargne classique,Actif,2025-06-01,FCFA,3502311
237-01-457722097,CUST-0003131,Professionnel,Crédit commercial,Actif,2023-03-15,XAF,3665946
237-01-824633172,CUST-0001894,Épargne,Épargne jeune,Actif,2024-08-01,FCFA,3577456
237-01-987112049,CUST-0004568,Professionnel,Crédit scolaire,Dormant,2020-03-26,FCFA,4224607
237-01-619563049,CUST-0003959,Professionnel,Crédit scolaire,Actif,2022-04-25,FCFA,1976084
237-01-648709147,CUST-0006145,Association,Compte association,Actif,2021-06-24,FCFA,4420035
237-01-489551332,CUST-0002926,Épargne,Épargne jeune,Dormant,2019-09-02,FCFA,2000800
237-01-163463998,CUST-0004515,Épargne,Épargne jeune,Actif,2026-06-15,XAF,4281000
237-01-376916151,CUST-0001222,Épargne,Épargne projet,Actif,2018-10-07,XAF,1244962
237-01-532147282,CUST-0001291,Épargne,Épargne jeune,Actif,2021-05-04,XAF,3113784
237-01-641997930,CUST-0004189,Épargne,Épargne jeune,Actif,2019-06-02,XAF,2041369
237-01-232811138,CUST-0002622,Épargne,Épargne projet,Actif,2022-09-13,XAF,1109907
237-01-703768473,CUST-0000316,Épargne,Épargne jeune,Actif,2023-02-18,FCFA,1022147
237-01-882884415,CUST-0000134,Épargne,Épargne classique,Actif,2018-07-23,XAF,3086930
237-01-966792598,CUST-0000283,Commerçant,Compte commerçant,Actif,2025-10-25,XAF,4487317
237-01-622348058,CUST-0000095,Courant,Compte courant,Actif,2023/12/16,FCFA,2534552
237-01-383564044,CUST-0001160,Courant,Compte courant,Actif,2019-04-11,XAF,1826186
237-01-876175738,CUST-0005049,Épargne,Épargne classique,Actif,2020-09-18,XAF,1390355
237-01-389534798,CUST-0001847,Courant,Compte courant,Actif,2022-08-08,FCFA,2582108
237-01-278109909,CUST-0001770,Épargne,Épargne projet,Actif,2021-05-20,XAF,942369
237-01-564988999,CUST-0005888,Épargne,Épargne jeune,Actif,2020/07/11,XAF,4878892
237-01-268054479,CUST-0004000,Professionnel,Crédit commercial,Actif,2023-07-03,XAF,3561381
237-01-660428907,CUST-0001174,Épargne,Épargne projet,Actif,2021-01-25,XAF,4350574
237-01-804789800,CUST-0004494,Épargne,Épargne classique,Actif,2019-05-30,FCFA,877327
237-01-276052446,CUST-0002441,Professionnel,Crédit scolaire,Actif,2018-07-30,XAF,2440412
237-01-624556526,CUST-0002717,Association,Compte association,Actif,2024-03-12,XAF,4831627
237-01-927462853,CUST-0005978,Épargne,Épargne classique,Actif,2025/02/10,FCFA,871661
237-01-317135896,CUST-0004698,Épargne,Épargne projet,Actif,2025-03-19,XAF,3278344
237-01-265813196,CUST-0001481,Épargne,Épargne jeune,Actif,2025-07-26,FCFA,1259831
237-01-675672972,CUST-0004687,Épargne,Épargne projet,Actif,2018-06-16,XAF,3913575
237-01-577229266,CUST-0001941,Professionnel,Crédit commercial,Actif,29/05/2026,XAF,1661705
237-01-845261536,CUST-0003616,Commerçant,Compte commerçant,Bloqué,2020-08-14,XAF,2025895
237-01-338529480,CUST-0003606,Épargne,Épargne projet,Actif,2018-11-17,FCFA,3975093
237-01-340713223,CUST-0006002,Tontine,Compte tontine,Actif,2018-12-04,XAF,63663
237-01-496506247,CUST-0001421,Courant,Compte salaire,Actif,2022-04-10,FCFA,1128958
237-01-941641581,CUST-0005227,Courant,Compte courant,Bloqué,2023-08-14,XAF,3877620
237-01-262168398,CUST-0003869,Association,Compte association,Actif,2022-10-23,XAF,805722
237-01-234872713,CUST-0004815,Épargne,Épargne classique,Actif,2021-09-06,XAF,1709456
237-01-677865050,CUST-0001480,Commerçant,Compte commerçant,Actif,2025/09/09,XAF,3763556
237-01-719604834,CUST-0000134,Épargne,Épargne classique,Clôturé,2023-05-21,XAF,4560449
237-01-684245030,CUST-0000649,Association,Compte association,Actif,2019-04-23,XAF,4810191
237-01-935100468,CUST-0002198,Courant,Compte salaire,Actif,2019-05-27,XAF,4868985
237-01-194445395,CUST-0002098,Épargne,Épargne classique,Actif,2025/02/23,XAF,1422778
237-01-343926412,CUST-0004685,Tontine,Compte tontine,Actif,2020-12-23,FCFA,294027
237-01-539652738,CUST-0003879,Professionnel,Compte professionnel,Actif,2023-06-09,FCFA,3160410
237-01-456513938,CUST-0004607,Professionnel,Crédit scolaire,Actif,2025-06-16,FCFA,3853155
237-01-816144429,CUST-0004045,Courant,Compte courant,Dormant,2025-09-25,XAF,373038
237-01-427291276,CUST-0001151,Épargne,Épargne classique,Actif,2026-06-14,XAF,259900
237-01-545311111,CUST-0000286,Épargne,Épargne projet,Actif,2025-12-19,XAF,3208706
237-01-237923302,CUST-0001193,Commerçant,Compte commerçant,Actif,2021-05-15,FCFA,598202
237-01-617306421,CUST-0004603,Courant,Compte courant,Actif,2018-06-17,XAF,431143
237-01-263804730,CUST-0004733,Courant,Compte salaire,Actif,2024-01-03,FCFA,1539
237-01-749693494,CUST-0004410,Courant,Compte courant,Actif,2023-09-17,XAF,1443554
237-01-325451840,CUST-0003084,Épargne,Épargne classique,Actif,2026-03-05,XAF,4508558
237-01-638097795,CUST-0003346,Commerçant,Compte commerçant,Actif,2023-04-08,XAF,1651946
237-01-205107698,CUST-0000579,Épargne,Épargne classique,Actif,2025-10-26,FCFA,850806
237-01-551784618,CUST-0005544,Courant,Compte salaire,Actif,2017-10-26,FCFA,155011
237-01-820963147,CUST-0004467,Courant,Compte courant,Actif,2019-08-27,FCFA,3806385
237-01-116365327,CUST-0003447,Courant,Compte courant,Actif,2021-09-30,XAF,2159550
237-01-678524425,CUST-0004380,Épargne,Épargne jeune,Actif,2018-01-26,FCFA,432667
237-01-358752210,CUST-0000224,Épargne,Épargne projet,Bloqué,2020-08-06,XAF,3032464
237-01-468554387,CUST-0004183,Professionnel,Crédit commercial,Actif,2019-05-07,FCFA,4197787
237-01-390655619,CUST-0004042,Commerçant,Compte commerçant,Actif,2023-10-08,XAF,2994091
237-01-199650812,CUST-0004824,Tontine,Compte tontine,Actif,2022-11-11,XAF,4904064
237-01-659428270,CUST-0004590,Épargne,Épargne jeune,Actif,2026-02-18,XAF,3700091
237-01-712623648,CUST-0006119,Courant,Compte courant,Actif,2024/12/10,FCFA,4273497
237-01-627134327,CUST-0004672,Professionnel,Crédit scolaire,Actif,2018-02-01,FCFA,479731
237-01-814386815,CUST-0005406,Épargne,Épargne projet,Actif,2024-02-07,XAF,3991886
237-01-339941224,CUST-0003348,Commerçant,Compte commerçant,Actif,2023/04/08,XAF,1712933
237-01-901256232,CUST-0003341,Courant,Compte salaire,Actif,2018-06-14,XAF,4359960
237-01-260388692,CUST-0003854,Épargne,Épargne classique,Actif,2022/09/28,XAF,1428978
237-01-536954063,CUST-0002415,Professionnel,Compte professionnel,Actif,2023-03-13,XAF,196622
237-01-477163260,CUST-0003493,Professionnel,Crédit commercial,Actif,2020-09-12,FCFA,2079028
237-01-956487768,CUST-0000578,Épargne,Épargne projet,Actif,2018-12-23,XAF,2721475
237-01-188257200,CUST-0001834,Courant,Compte courant,Dormant,2025-08-20,FCFA,3129301
237-01-459570996,CUST-0002236,Commerçant,Compte commerçant,Actif,2023-05-30,FCFA,2733647
237-01-324839378,CUST-0000178,Commerçant,Compte commerçant,Dormant,2021-10-10,FCFA,4105919
237-01-504682450,CUST-0004446,Épargne,Épargne projet,Actif,2017-02-10,XAF,1533014
237-01-535386213,CUST-0003551,Courant,Compte salaire,Actif,2025-07-23,FCFA,2359468
237-01-930294904,CUST-0000345,Professionnel,Crédit commercial,Actif,2025-06-07,XAF,3624264
237-01-623927742,CUST-0003588,Tontine,Compte tontine,Actif,2017-02-14,FCFA,3717020
237-01-132269707,CUST-0001017,Courant,Compte salaire,Actif,2021-07-22,FCFA,91036
237-01-459273607,CUST-0005971,Épargne,Épargne jeune,Actif,2024/10/01,FCFA,3232044
237-01-651279991,CUST-0000937,Association,Compte association,Actif,2019-01-15,FCFA,3900135
237-01-552397259,CUST-0004621,Professionnel,Compte professionnel,Actif,2017-12-14,FCFA,2801569
237-01-498096464,CUST-0002453,Professionnel,Compte professionnel,Actif,2017-11-28,FCFA,2848810
237-01-530071692,CUST-0000804,Épargne,Épargne jeune,Dormant,2026-03-23,FCFA,1055357
237-01-915324362,CUST-0005159,Professionnel,Compte professionnel,Actif,2023-08-30,XAF,4652690
237-01-911338313,CUST-0003949,Professionnel,Compte professionnel,Actif,2026/02/03,FCFA,824427
237-01-990308176,CUST-0002268,Professionnel,Crédit commercial,Actif,2023-03-22,FCFA,705468
237-01-129216987,CUST-0002747,Épargne,Épargne jeune,Actif,2018-02-02,FCFA,2977587
237-01-863548312,CUST-0005240,Professionnel,Crédit commercial,Dormant,2018-02-17,XAF,4706398
237-01-359233156,CUST-0002885,Association,Compte association,Actif,2023-11-24,FCFA,622640
237-01-649415800,CUST-0002129,Professionnel,Compte professionnel,Actif,2025-03-03,FCFA,385831
237-01-513698073,CUST-0005426,Association,Compte association,Actif,2023-09-08,XAF,3970416
237-01-759858318,CUST-0005827,Courant,Compte salaire,Actif,2018-08-08,FCFA,3402737
237-01-412736833,CUST-0005156,Commerçant,Compte commerçant,Actif,25/08/2017,FCFA,692249
237-01-152382825,CUST-0004278,Tontine,Compte tontine,Bloqué,2023/03/09,XAF,1797072
237-01-640457749,CUST-0000928,Courant,Compte salaire,Actif,14/07/2022,XAF,3652678
